Scalar, 16, 5749616, 67952, 100000, 57
SSE4, 16, 5621416, 22376, 100000, 56
Scalar, 32, 10359960, 74272, 100000, 103
SSE4, 32, 5590952, 74016, 100000, 55
Scalar, 64, 20724344, 68904, 100000, 207
SSE4, 64, 4053564, 28216, 100000, 40
Scalar, 128, 33523802, 68328, 100000, 335
SSE4, 128, 2702830, 27746, 100000, 27
Scalar, 256, 59798815, 48920, 100000, 597
SSE4, 256, 4958857, 28194, 100000, 49
Scalar, 512, 94680561, 47572, 100000, 946
SSE4, 512, 9232364, 28129, 100000, 92
Scalar, 1024, 166354888, 71704, 100000, 1663
SSE4, 1024, 36171121, 76560, 100000, 361
Scalar, 2048, 424658752, 45952, 100000, 4246
SSE4, 2048, 55927440, 34832, 100000, 559
Scalar, 4096, 842850297, 90816, 100000, 8428
SSE4, 4096, 107420622, 78760, 100000, 1074
Scalar, 8192, 1645698217, 105556, 100000, 16456
SSE4, 8192, 315978621, 37945, 100000, 3159
Scalar, 16384, 3346993347, 166640, 100000, 33469
SSE4, 16384, 619951681, 104720, 100000, 6199
Scalar, 32768, 6640347668, 217088, 100000, 66403
SSE4, 32768, 1310762049, 122880, 100000, 13107
Scalar, 65536, 9070062641, 3193879, 100000, 90700
SSE4, 65536, 3123280533, 144488, 100000, 31232
Scalar, 131072, 18151314408, 468624, 100000, 181513
SSE4, 131072, 6849931284, 245888, 100000, 68499
Scalar, 262144, 36274836981, 3428294, 100000, 362748
SSE4, 262144, 13701405275, 402448, 100000, 137014
Scalar, 524288, 73449159869, 1094368, 100000, 734491
SSE4, 524288, 27980016273, 515549, 100000, 279800
