Scalar, 16, 24321581, 101205, 100000, 243
SSE4, 16, 15198532, 36208, 100000, 151
Scalar, 32, 32876061, 166664, 100000, 328
SSE4, 32, 8424412, 12847, 100000, 84
Scalar, 64, 58954413, 48264, 100000, 589
SSE4, 64, 8318004, 39549, 100000, 83
Scalar, 128, 94921334, 173048, 100000, 949
SSE4, 128, 15021439, 27753, 100000, 150
Scalar, 256, 165967255, 80048, 100000, 1659
SSE4, 256, 47225652, 40920, 100000, 472
Scalar, 512, 318972228, 79616, 100000, 3189
SSE4, 512, 58526488, 36093, 100000, 585
Scalar, 1024, 611835752, 64664, 100000, 6118
SSE4, 1024, 116258071, 42572, 100000, 1162
Scalar, 2048, 1195374660, 102640, 100000, 11953
SSE4, 2048, 251706040, 95256, 100000, 2517
Scalar, 4096, 2384330373, 148792, 100000, 23843
SSE4, 4096, 489747856, 73134, 100000, 4897
Scalar, 8192, 4824660208, 162096, 100000, 48246
SSE4, 8192, 981574178, 104360, 100000, 9815
Scalar, 16384, 9544247040, 269800, 100000, 95442
SSE4, 16384, 1940622743, 134192, 100000, 19406
Scalar, 32768, 19077761050, 3252116, 100000, 190777
SSE4, 32768, 3885466795, 178952, 100000, 38854
Scalar, 65536, 38384385532, 3442449, 100000, 383843
SSE4, 65536, 6792743830, 235656, 100000, 67927
Scalar, 131072, 76519246674, 3826365, 100000, 765192
SSE4, 131072, 13701504793, 400712, 100000, 137015
Scalar, 262144, 152943568824, 4622025, 100000, 1529435
SSE4, 262144, 27378685700, 708600, 100000, 273786
Scalar, 524288, 307810941579, 6154263, 100000, 3078109
SSE4, 524288, 55627094003, 1318440, 100000, 556270
